Archivo: archivos_prueba/hardinstances_pisinger/knapPI_11_20_1000.csv
knapPI_11_20_1000_1;20;970;0.0237669944763
knapPI_11_20_1000_2;20;900;0.014396905899
knapPI_11_20_1000_3;20;1150;0.0185348987579
knapPI_11_20_1000_4;20;1251;0.02259516716
knapPI_11_20_1000_5;20;830;0.0126211643219
knapPI_11_20_1000_6;20;1180;0.0177171230316
knapPI_11_20_1000_7;20;1278;0.0201599597931
knapPI_11_20_1000_8;20;1503;0.0246679782867
knapPI_11_20_1000_9;20;1409;0.0209059715271
knapPI_11_20_1000_10;20;1450;0.0228230953217
knapPI_11_20_1000_11;20;1700;0.0295560359955
knapPI_11_20_1000_12;20;1584;0.0268511772156
knapPI_11_20_1000_13;20;1858;0.0325758457184
knapPI_11_20_1000_14;20;2676;0.048269033432
knapPI_11_20_1000_15;20;2799;0.0511770248413
knapPI_11_20_1000_16;20;2710;0.0504550933838
knapPI_11_20_1000_17;20;2733;0.0513038635254
knapPI_11_20_1000_18;20;3329;0.0653560161591
knapPI_11_20_1000_19;20;1358;0.0266709327698
knapPI_11_20_1000_20;20;3545;0.0691070556641
knapPI_11_20_1000_21;20;2274;0.0446209907532
knapPI_11_20_1000_22;20;2262;0.0447070598602
knapPI_11_20_1000_23;20;2636;0.0529668331146
knapPI_11_20_1000_24;20;245;0.00492787361145
knapPI_11_20_1000_25;20;2175;0.0437641143799
knapPI_11_20_1000_26;20;2623;0.0535819530487
knapPI_11_20_1000_27;20;3484;0.0765039920807
knapPI_11_20_1000_28;20;5032;0.105304002762
knapPI_11_20_1000_29;20;988;0.0204799175262
knapPI_11_20_1000_30;20;2269;0.0486040115356
knapPI_11_20_1000_31;20;1204;0.0468618869781
knapPI_11_20_1000_32;20;1879;0.0419230461121
knapPI_11_20_1000_33;20;4506;0.0950019359589
knapPI_11_20_1000_34;20;3212;0.0677258968353
knapPI_11_20_1000_35;20;1602;0.0338790416718
knapPI_11_20_1000_36;20;2592;0.0545690059662
knapPI_11_20_1000_37;20;3667;0.0786969661713
knapPI_11_20_1000_38;20;5467;0.118232965469
knapPI_11_20_1000_39;20;3578;0.0793788433075
knapPI_11_20_1000_40;20;4698;0.102958917618
knapPI_11_20_1000_41;20;3907;0.0864260196686
knapPI_11_20_1000_42;20;5895;0.128494977951
knapPI_11_20_1000_43;20;4327;0.0955169200897
knapPI_11_20_1000_44;20;5247;0.1138048172
knapPI_11_20_1000_45;20;6596;0.144627094269
knapPI_11_20_1000_46;20;8289;0.182023048401
knapPI_11_20_1000_47;20;6088;0.134636878967
knapPI_11_20_1000_48;20;4584;0.0991179943085
knapPI_11_20_1000_49;20;8087;0.181437969208
knapPI_11_20_1000_50;20;2943;0.0642311573029
knapPI_11_20_1000_51;20;7140;0.157082080841
knapPI_11_20_1000_52;20;9265;0.206772089005
knapPI_11_20_1000_53;20;5163;0.116922855377
knapPI_11_20_1000_54;20;9829;0.217134952545
knapPI_11_20_1000_55;20;5037;0.11035990715
knapPI_11_20_1000_56;20;4090;0.091108083725
knapPI_11_20_1000_57;20;4878;0.107444047928
knapPI_11_20_1000_58;20;3280;0.076003074646
knapPI_11_20_1000_59;20;6785;0.153274059296
knapPI_11_20_1000_60;20;6239;0.138862133026
knapPI_11_20_1000_61;20;10025;0.225248813629
knapPI_11_20_1000_62;20;7106;0.160827875137
knapPI_11_20_1000_63;20;1858;0.0406939983368
knapPI_11_20_1000_64;20;8819;0.199358224869
knapPI_11_20_1000_65;20;10107;0.23229598999
knapPI_11_20_1000_66;20;7495;0.169263839722
knapPI_11_20_1000_67;20;8330;0.184566020966
knapPI_11_20_1000_68;20;3762;0.0844371318817
knapPI_11_20_1000_69;20;6937;0.154705047607
knapPI_11_20_1000_70;20;4931;0.112932920456
knapPI_11_20_1000_71;20;8494;0.193046092987
knapPI_11_20_1000_72;20;12628;0.290759801865
knapPI_11_20_1000_73;20;8235;0.188117980957
knapPI_11_20_1000_74;20;8630;0.194723844528
knapPI_11_20_1000_75;20;7185;0.162343978882
knapPI_11_20_1000_76;20;7548;0.17410993576
knapPI_11_20_1000_77;20;7623;0.173692941666
knapPI_11_20_1000_78;20;13360;0.309341192245
knapPI_11_20_1000_79;20;6361;0.147204875946
knapPI_11_20_1000_80;20;6924;0.155891180038
knapPI_11_20_1000_81;20;9246;0.210495948792
knapPI_11_20_1000_82;20;15584;0.363174915314
knapPI_11_20_1000_83;20;13042;0.305208921432
knapPI_11_20_1000_84;20;5209;0.12025809288
knapPI_11_20_1000_85;20;13257;0.299822092056
knapPI_11_20_1000_86;20;15645;0.357987165451
knapPI_11_20_1000_87;20;3694;0.0825550556183
knapPI_11_20_1000_88;20;7481;0.169550180435
knapPI_11_20_1000_89;20;4846;0.11225104332
knapPI_11_20_1000_90;20;5726;0.13420009613
knapPI_11_20_1000_91;20;8854;0.203752994537
knapPI_11_20_1000_92;20;9455;0.217962026596
knapPI_11_20_1000_93;20;7430;0.175431966782
knapPI_11_20_1000_94;20;9217;0.216769933701
knapPI_11_20_1000_95;20;7974;0.185045003891
knapPI_11_20_1000_96;20;10214;0.234235048294
knapPI_11_20_1000_97;20;10339;0.238872051239
knapPI_11_20_1000_98;20;10518;0.244388103485
knapPI_11_20_1000_99;20;15679;0.361409902573
knapPI_11_20_1000_100;20;13921;0.323735952377
