n   k=0 k=n/2   k=n
125 2.40802764893e-05   1.69277191162e-05   1.59740447998e-05
500 	9.29832458496e-05	8.20159912109e-05	8.20159912109e-05
1000	0.000200033187866	0.000182867050171	0.000182151794434
2000	0.000441074371338	0.000501155853271	0.000400066375732
4000	0.000910997390747	0.000854969024658	0.000854015350342
6000	0.00140595436096	0.00137305259705	0.00140881538391
10000	0.00255680084229	0.00248003005981	0.00246596336365
14000	0.0037100315094	0.00369811058044	0.00367903709412
16000	0.00486016273499	0.00488591194153	0.00481915473938
22000	0.00622987747192	0.00611996650696	0.00610589981079
26000	0.00752115249634	0.00748300552368	0.00902700424194
30000	0.00888109207153	0.00884294509888	0.0089259147644
34000	0.0103249549866	0.0100948810577	0.0100610256195
38000	0.0116150379181	0.0115368366241	0.011433839798
42000	0.0135109424591	0.0130081176758	0.0164580345154
46000	0.0146090984344	0.0145800113678	0.0143101215363
50000	0.0161299705505	0.0166628360748	0.0159230232239
54000	0.0175640583038	0.0183081626892	0.0172929763794
58000	0.0193078517914	0.0204939842224	0.018933057785
62000	0.022919178009	0.0208909511566	0.0211498737335
66000	0.0225269794464	0.0247390270233	0.0222990512848
70000	0.0241100788116	0.0256428718567	0.0241441726685
74000	0.0255711078644	0.0251979827881	0.0249800682068
78000	0.0280330181122	0.0306220054626	0.0267140865326
82000	0.0291271209717	0.0288238525391	0.0285499095917
86000	0.0312781333923	0.0310611724854	0.0316400527954
90000	0.0329210758209	0.0325620174408	0.0322229862213
94000	0.0351209640503	0.0343120098114	0.0344669818878
100000  0.0377418994904 0.0379199981689 0.0374128818512
