n inicio  medio n
100000  0.112382888794  0.145455121994  0.0536839962006
98000 0.110126018524  0.178679943085  0.0508542060852
94000 0.106111049652  0.181578874588  0.0522780418396
90000 0.131112098694  0.213901996613  0.0613281726837
86000 0.119596004486  0.161216020584  0.056834936142
82000 0.113039016724  0.178898096085  0.0572228431702
78000 0.0893731117249 0.131905078888  0.0427229404449
74000 0.0952568054199 0.166676998138  0.0456249713898
